Title,Location,State,City,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
Mona Lisa Smile,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Mother,Golden Gate Bridge,CA,San Francisco,37.810977,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129
Mother,"Fairmont Hotel (950 Mason Street, Nob Hill)",CA,San Francisco,37.738952,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131
Mrs. Doubtfire,520-522A Green Street at Grant Street,CA,San Francisco,37.795219,-122.420782,0.33,place,,,San Francisco,CA,San Francisco County,94109
Mrs. Doubtfire,100 Embarcadero Street,CA,San Francisco,37.7934074,-122.3926367,1,rooftop,100,The Embarcadero,San Francisco,CA,San Francisco County,94105
Mrs. Doubtfire,516 Green Street,CA,San Francisco,37.7998245,-122.4078335,1,rooftop,516,Green St,San Francisco,CA,San Francisco County,94133
Mrs. Doubtfire,1200 Washington Street at Taylor Street,CA,San Francisco,37.79432,-122.413011,1,intersection,,Taylor St,San Francisco,CA,San Francisco County,94108
Mrs. Doubtfire,Hancock School (940 Filbert Street),CA,San Francisco,37.760491,-122.428278,1,street_center,,Hancock St,San Francisco,CA,San Francisco County,94114
Mrs. Doubtfire,Danilo's Bakery (Green Street & Bannam Place),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Mrs. Doubtfire,Chrissy Field,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Murder in the First,Alcatraz Island,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Murder in the First,Pier 7,CA,San Francisco,37.794996,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105
Murder in the First,Palace of Fine Arts,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Murder in the First,Aquatic Park (Jefferson Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Murder in the First,Alamo Square,CA,San Francisco,37.7632,-122.449433,1,street_center,,Alma St,San Francisco,CA,San Francisco County,94117
Murder in the First,1821 Alabama St.,CA,San Francisco,37.7440036,-122.4100901,1,rooftop,1821,Alabama St,San Francisco,CA,San Francisco County,94110
Murder in the First,Hall of Justice (850 Bryant Street),CA,San Francisco,37.732622,-122.407024,1,street_center,,Hale St,San Francisco,CA,San Francisco County,94134
Murder in the First,Cameron House 920 Sacramento St.,CA,San Francisco,37.720357,-122.386243,1,street_center,,Cameron Way,San Francisco,CA,San Francisco County,94124
Murder in the First,Naked Lunch,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Murder in the First,9 Calhoun Terrace,CA,San Francisco,37.8007602,-122.4037807,1,rooftop,9,Calhoun Ter,San Francisco,CA,San Francisco County,94133
Murder in the First,Washington Square on Filbert & Stockton,CA,San Francisco,37.794941,-122.408079,1,intersection,,Stockton St,San Francisco,CA,San Francisco County,94108
Murder in the First,AT&T Park,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Murder in the First,China Basin on Berry St,CA,San Francisco,37.772171,-122.387902,1,street_center,,China Basin St,San Francisco,CA,San Francisco County,94158
Murder in the First,Kearney St. from Broadway to Pacific,CA,San Francisco,37.791691,-122.40422,1,street_center,,Kearny St,San Francisco,CA,San Francisco County,94108
My Reality,Chouguet's (2500 Washington Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
My Reality,Triton Hotel (342 Grant Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
My Reality,O'Farrell & Jones Streets,CA,San Francisco,37.78579,-122.41297,1,intersection,,Jones St,San Francisco,CA,San Francisco County,94102
My Reality,500 Club (500 Guerrero),CA,San Francisco,37.795219,-122.420782,0.33,place,,,San Francisco,CA,San Francisco County,94109
My Reality,3122 16th Street,CA,San Francisco,37.765125,-122.4226123,1,rooftop,3122,16th St,San Francisco,CA,San Francisco County,94103
My Reality,Grant Avenue & Union Street,CA,San Francisco,37.800638,-122.407584,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94133
Need For Speed,Mason St from Pine to Sacramento,CA,San Francisco,37.794526,-122.411363,1,street_center,,Mason St,San Francisco,CA,San Francisco County,94108
Need For Speed,Powell St. from Geary to Sacramento,CA,San Francisco,37.796012,-122.409979,1,street_center,,Powell St,San Francisco,CA,San Francisco County,94133
Need For Speed,California St from Taylor to Powell,CA,San Francisco,37.787438,-122.445402,1,street_center,,California St,San Francisco,CA,San Francisco County,94115
Need For Speed,Embarcadero from Broadway to Folsom,CA,San Francisco,37.794996,-122.394324,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94105
Never Die Twice,"Postcard Row (Alamo Square, Hayes Valley)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Night of Henna,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nina Takes a Lover,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,Jack Kerouac Alley between Columbus & Grant Streets,CA,San Francisco,37.797469,-122.406945,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94133
Nine Months,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,Pierce Street between Pacific & Green Streets,CA,San Francisco,37.795741,-122.438591,1,intersection,,Green St,San Francisco,CA,San Francisco County,94123
Nine Months,Montgomery & Vallejo Streets,CA,San Francisco,37.799172,-122.404053,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94133
Nine Months,Marathon Plaza (303 2nd Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,Jones Street at Bush,CA,San Francisco,37.807072,-122.417261,1,intersection,,Beach St,San Francisco,CA,San Francisco County,94133
Nine Months,Chrissy Field,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,Belli Building (722 Montgomery Street at Washington),CA,San Francisco,37.734069,-122.384796,1,street_center,,Bell Ct,San Francisco,CA,San Francisco County,94124
Nine Months,Alamo Square,CA,San Francisco,37.7632,-122.449433,1,street_center,,Alma St,San Francisco,CA,San Francisco County,94117
Nine Months,60 Spear Street,CA,San Francisco,37.792536,-122.3945932,1,rooftop,60,Spear St,San Francisco,CA,San Francisco County,94105
Nine Months,"101 Henry Adams Place, 4th Floor",CA,San Francisco,37.7681092,-122.4035207,1,rooftop,101,Henry Adams St,San Francisco,CA,San Francisco County,94103
Nine Months,The Malloch Apartment Building (1360 Montgomery Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,Wasteland Store (1600 Haight Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine Months,Star's Café (55 Golden Gate Avenue at Van Ness),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Nine to Five,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),CA,San Francisco,37.716595,-122.409805,1,street_center,,Alberta St,San Francisco,CA,San Francisco County,94134
Nora Prentiss,Belgravia Apartments (795 Sutter Street at Jones),CA,San Francisco,37.759648,-122.448577,1,street_center,,Belgrave Ave,San Francisco,CA,San Francisco County,94117
On the Beach,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
On the Road,Sacramento & Montgomery Streets,CA,San Francisco,37.79378,-122.402957,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94111
On the Road,Filbert & Leavenworth Streets,CA,San Francisco,37.800458,-122.416648,0.84,intersection,,Filbert St,San Francisco,CA,San Francisco County,94133
On the Road,2017 23rd Street,CA,San Francisco,37.7545042,-122.4000415,1,rooftop,2017,23rd St,San Francisco,CA,San Francisco County,94107
On the Road,Bay Bridge,CA,San Francisco,37.814343,-122.358463,1,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130
Pacific Heights,Financial District,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Pacific Heights,Chinatown,CA,San Francisco,37.794993,-122.40767,1,street_center,,Old Chinatown Ln,San Francisco,CA,San Francisco County,94108
Pacific Heights,Texas & 19th Streets (Potrero Hill),CA,San Francisco,37.761359,-122.395438,1,intersection,,19th St,San Francisco,CA,San Francisco County,94107
Pal Joey,Coit Tower,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Pal Joey,Barbary Coast,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Pal Joey,"Spreckles Mansion (2080 Washington Street, Pacific Heights)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Panther,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Parks and Recreation,Larkin & Fulton,CA,San Francisco,37.789829,-122.418843,1,street_center,,Larkin St,San Francisco,CA,San Francisco County,94109
Parks and Recreation,Fibert from Hyde to Leavenworth,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Parks and Recreation,Columbus and Green,CA,San Francisco,37.79949,-122.409014,1,intersection,,Columbus Ave,San Francisco,CA,San Francisco County,94133
Parks and Recreation,Embarcadero & Market,CA,San Francisco,37.794996,-122.394324,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94105
Patch Adams,Sheraton Palace Hotel (639 Market Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Patch Adams,Presidio (Golden Gate National Recreation Area),CA,San Francisco,37.788257,-122.460315,1,street_center,,Presidio Ter,San Francisco,CA,San Francisco County,94118
Patch Adams,Treasure Island,CA,San Francisco,37.815742,-122.371546,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130
Patty Hearst,Bank of America (38th Street at Balboa Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Patty Hearst,"Postcard Row (Alamo Square, Hayes Valley)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Petulia,Cala Foods (California Street and Hyde),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Petulia,Pier 43 1/2,CA,San Francisco,37.794996,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105
Petulia,2417 Franklin Street,CA,San Francisco,37.7966899,-122.4256058,1,rooftop,2417,Franklin St,San Francisco,CA,San Francisco County,94123
Petulia,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Petulia,"Fairmont Hotel (950 Mason Street, Nob Hill)",CA,San Francisco,37.738952,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131
Petulia,"Fort Point (Presidio, Golden Gate National Recreation Area)",CA,San Francisco,37.761953,-122.43065,1,street_center,,Ford St,San Francisco,CA,San Francisco County,94114
Petulia,307 Filbert Street,CA,San Francisco,37.8017084,-122.4049802,1,rooftop,307,Filbert St,San Francisco,CA,San Francisco County,94133
Phenomenon,Treasure Island,CA,San Francisco,37.815742,-122.371546,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130
Playing Mona Lisa,Conservatory of Flowers (Golden Gate Park),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
"Play it Again, Sam",15-17 Fresno Street,CA,San Francisco,37.798662451613,-122.40579058065,1,range_interpolation,15-017,Fresno St,San Francisco,CA,San Francisco County,94133
"Play it Again, Sam",Balboa at 22nd Avenue,CA,San Francisco,37.776449,-122.481247,1,intersection,,22nd Ave,San Francisco,CA,San Francisco County,94121
"Play it Again, Sam","The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",CA,San Francisco,37.778779,-122.459982,0.33,place,,,San Francisco,CA,San Francisco County,94118
"Play it Again, Sam",Surf Theater (4520 Irving Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
"Play it Again, Sam",Hyde Street Cable Car,CA,San Francisco,37.794567,-122.418112,1,street_center,,Hyde St,San Francisco,CA,San Francisco County,94109
"Play it Again, Sam",Aquatic Park (Jefferson Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Pleasure of His Company,Grace Cathedral Episcopal Church (1100 California Street),CA,San Francisco,37.775607,-122.415485,1,street_center,,Grace St,San Francisco,CA,San Francisco County,94103
Pleasure of His Company,2700 Vallejo Street (Pacific Heights),CA,San Francisco,37.7946325,-122.4420266,1,rooftop,2700,Vallejo St,San Francisco,CA,San Francisco County,94123
Point Blank,"Fort Point (Presidio, Golden Gate National Recreation Area)",CA,San Francisco,37.761953,-122.43065,1,street_center,,Ford St,San Francisco,CA,San Francisco County,94114
Point Blank,Alcatraz Island,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Pretty Woman,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Psych-Out,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quicksilver,Pacific Stock Exchange,CA,San Francisco,37.79567,-122.416653,1,street_center,,Pacific Ave,San Francisco,CA,San Francisco County,94109
Quitters,McLaren Lodge,CA,San Francisco,37.786243,-122.48839,1,street_center,,Mclaren Ave,San Francisco,CA,San Francisco County,94121
Quitters,Bechelli's Flower Market Café,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quitters,923 Vermont St.,CA,San Francisco,37.7579717,-122.4035442,1,rooftop,923,Vermont St,San Francisco,CA,San Francisco County,94107
Quitters,Geary from 22nd Ave to Arguello,CA,San Francisco,37.787,-122.411043,1,street_center,,Geary St,San Francisco,CA,San Francisco County,94102
Quitters,Clement St. from 6th to 7th Ave.,CA,San Francisco,37.782261,-122.479516,1,street_center,,Clement St,San Francisco,CA,San Francisco County,94121
Quitters,Wine Impression,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quitters,Clement St. from 5th and 7th Ave.,CA,San Francisco,37.782891,-122.465492,1,intersection,,7th Ave,San Francisco,CA,San Francisco County,94118
Quitters,Claire Lilienthal Elementary School,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quitters,Yerba Buena Gardens,CA,San Francisco,37.811143,-122.36672,1,street_center,,Yerba Buena Rd,San Francisco,CA,San Francisco County,94130
Quitters,Tonga Room,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quitters,Cal-Mart Supermarket,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quitters,4015 21st St,CA,San Francisco,37.7558274,-122.4360956,1,rooftop,4015,21st St,San Francisco,CA,San Francisco County,94114
Quitters,Tank Hill Park,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Quitters,1536 Noe St.,CA,San Francisco,37.74447,-122.4315269,1,rooftop,1536,Noe St,San Francisco,CA,San Francisco County,94131
Quitters,24 Hill St.,CA,San Francisco,37.7562756,-122.4222253,1,rooftop,24,Hill St,San Francisco,CA,San Francisco County,94110
Quitters,21st St & Sanchez,CA,San Francisco,37.75636,-122.430115,1,intersection,,21st St,San Francisco,CA,San Francisco County,94114
Raising Cain,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Red Diaper Baby,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Red Widow,Golden Gate Ave & Jones,CA,San Francisco,37.782073,-122.412221,0.81,intersection,,Golden Gate Ave,San Francisco,CA,San Francisco County,94102
Red Widow,York & 24th St.,CA,San Francisco,37.752852,-122.408189,1,intersection,,24th St,San Francisco,CA,San Francisco County,94110
Red Widow,2nd St & Howard,CA,San Francisco,37.786778,-122.398257,1,intersection,,2nd St,San Francisco,CA,San Francisco County,94105
Red Widow,Montgomery & Market Streets,CA,San Francisco,37.789263,-122.401375,0.79,intersection,,Market St,San Francisco,CA,San Francisco County,94104
Red Widow,Broadway & Taylor,CA,San Francisco,37.797039,-122.413558,1,intersection,,Broadway St,San Francisco,CA,San Francisco County,94133
Red Widow,Mason & Sacramento St,CA,San Francisco,37.792761,-122.411007,1,intersection,,Mason St,San Francisco,CA,San Francisco County,94108
Red Widow,Geary & 27th Ave,CA,San Francisco,37.779993,-122.486877,1,intersection,,27th Ave,San Francisco,CA,San Francisco County,94121
Red Widow,Geary & 20th Ave,CA,San Francisco,37.780335,-122.479383,1,intersection,,20th Ave,San Francisco,CA,San Francisco County,94121
Red Widow,Pioneer Park at Coit Tower,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Red Widow,Vallejo Street Garage,CA,San Francisco,37.797789,-122.415071,1,street_center,,Vallejo St,San Francisco,CA,San Francisco County,94133
Red Widow,California & Davis St,CA,San Francisco,37.793509,-122.397607,1,intersection,,California St,San Francisco,CA,San Francisco County,94111
Rent,Treasure Island,CA,San Francisco,37.815742,-122.371546,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130
Rollerball,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Romeo Must Die,Chinatown,CA,San Francisco,37.794993,-122.40767,1,street_center,,Old Chinatown Ln,San Francisco,CA,San Francisco County,94108
Romeo Must Die,Embarcadero Street,CA,San Francisco,37.794996,-122.394324,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94105
San Andreas,Broadway and Kearney,CA,San Francisco,37.798017,-122.405473,1,intersection,,Broadway St,San Francisco,CA,San Francisco County,94133
San Andreas,"Stage Work, 47 Julian St.",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,Hyde St. at Greenwich and Hyde St. at Lombard,CA,San Francisco,37.801062,-122.419425,1,intersection,,Greenwich St,San Francisco,CA,San Francisco County,94109
San Andreas,"Asia Star Fantasy, 1126 Grant Ave.",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,2nd St. at Townsend St.,CA,San Francisco,37.780607,-122.390527,1,intersection,,2nd St,San Francisco,CA,San Francisco County,94107
San Andreas,Jefferson St. at Powell St.,CA,San Francisco,37.808625,-122.412523,1,intersection,,Jefferson St,San Francisco,CA,San Francisco County,94133
San Andreas,Grant St. at Bush St.,CA,San Francisco,37.808111,-122.40905,1,intersection,,Beach St,San Francisco,CA,San Francisco County,94133
San Andreas,Vallejo Garage Roof (Vallejo at Powell),CA,San Francisco,37.798373,-122.410456,1,intersection,,Powell St,San Francisco,CA,San Francisco County,94133
San Andreas,Clay St. at Taylor,CA,San Francisco,37.793431,-122.412829,1,intersection,,Clay St,San Francisco,CA,San Francisco County,94108
San Andreas,Bay St. at Polk,CA,San Francisco,37.804355,-122.423465,1,intersection,,Bay St,San Francisco,CA,San Francisco County,94109
San Andreas,Intersection of Lombard and Hyde,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,Mission between 3rd and 4th St.,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,555 California,CA,San Francisco,37.7922616,-122.403486,1,rooftop,555,California St,San Francisco,CA,San Francisco County,94104
San Andreas,Grant between Bush and Market,CA,San Francisco,37.78673,-122.404583,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94108
San Andreas,Coit Tower,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,TransAmerica Pyramid (600 Montgomery Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,Washington Square,CA,San Francisco,37.794489,-122.411663,1,street_center,,Washington St,San Francisco,CA,San Francisco County,94108
San Andreas,Battery Spencer,CA,San Francisco,37.795874,-122.400486,1,street_center,,Battery St,San Francisco,CA,San Francisco County,94111
San Andreas,Pier 43,CA,San Francisco,37.794996,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105
San Andreas,"Vallejo St. Garage, 766 Vallejo St.",CA,San Francisco,37.797789,-122.415071,1,street_center,,Vallejo St,San Francisco,CA,San Francisco County,94133
San Andreas,Fort Baker,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,AT&T Stadium,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,AT&T Stadium,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Andreas,Water work in SF Bay,CA,San Francisco,37.804407,-122.413359,1,street_center,,Water St,San Francisco,CA,San Francisco County,94133
San Francisco,The Barbary Coast,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
San Francisco,City Hall,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sausalito,The Castro,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sense8,"Atlas Café, 3049 20th St.",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sense8,"""Metzger's Apt"" 151 Alice B. Toklas Pl.",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sense8,Van Ness and 12th St.,CA,San Francisco,37.772222,-122.418352,1,intersection,,12th St,San Francisco,CA,San Francisco County,94103
Sense8,Palace of Fine Arts: 3306 Lyon St.,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sense8,"Dolores Park, 20th St. between Church & Dolores St.",CA,San Francisco,37.762631,-122.426104,1,intersection,,Dolores St,San Francisco,CA,San Francisco County,94110
Sense8,Irving St. at 9th Ave.,CA,San Francisco,37.764036,-122.46631,1,intersection,,9th Ave,San Francisco,CA,San Francisco County,94122
Sense8,Laguna Honda Hospital; 375 Laguna Honda Blvd.,CA,San Francisco,37.784953,-122.427989,1,street_center,,Laguna St,San Francisco,CA,San Francisco County,94115
Sense8,Vallejo Street Garage; 766 Vallejo St.,CA,San Francisco,37.797789,-122.415071,1,street_center,,Vallejo St,San Francisco,CA,San Francisco County,94133
Sense8,Grand View Ave.,CA,San Francisco,37.754493,-122.440897,1,street_center,,Grand View Ave,San Francisco,CA,San Francisco County,94114
Sense8,Market St. overpass,CA,San Francisco,37.774358,-122.420254,1,street_center,,Market St,San Francisco,CA,San Francisco County,94102
Sense8,Romain St.,CA,San Francisco,37.756423,-122.440134,1,street_center,,Romain St,San Francisco,CA,San Francisco County,94114
Sense8,Corbett St.,CA,San Francisco,37.756233,-122.443276,1,street_center,,Corbett Ave,San Francisco,CA,San Francisco County,94114
Sense8,375 Castro St. and 17th between Castro and Diamond St.,CA,San Francisco,37.762671,-122.435188,1,intersection,,17th St,San Francisco,CA,San Francisco County,94114
Sense8,Z Space Studios; 450 Florida St.,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sense8,20th,CA,San Francisco,37.759246,-122.408904,1,street_center,,20th St,San Francisco,CA,San Francisco County,94110
Sense8,Harrison,CA,San Francisco,37.773447,-122.408913,1,street_center,,Harrison St,San Francisco,CA,San Francisco County,94103
Sense8,22nd St.,CA,San Francisco,37.755888,-122.411273,1,street_center,,22nd St,San Francisco,CA,San Francisco County,94110
Sense8,S. Van Ness,CA,San Francisco,37.765752,-122.417542,1,street_center,,S Van Ness Ave,San Francisco,CA,San Francisco County,94103
Sense8,16th St.,CA,San Francisco,37.765349,-122.414722,1,street_center,,16th St,San Francisco,CA,San Francisco County,94103
Sense8,Folsom,CA,San Francisco,37.772812,-122.412824,1,street_center,,Folsom St,San Francisco,CA,San Francisco County,94103
Sense8,Harrison & 20th,CA,San Francisco,37.759028,-122.4125,1,intersection,,20th St,San Francisco,CA,San Francisco County,94110
Sense8,Clairon Alley between Valencia & Mission St.,CA,San Francisco,37.763051,-122.419476,1,intersection,,Clarion Aly,San Francisco,CA,San Francisco County,94110
Sense8,18th Street between Guerrero and Valencia Streets,CA,San Francisco,37.7617,-122.421578,1,intersection,,18th St,San Francisco,CA,San Francisco County,94110
Serendipity,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Serial,Ferry Building,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Seven Girlfriends,Golden Gate Bridge,CA,San Francisco,37.810977,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129
Shadow of the Thin Man,Bay Bridge,CA,San Francisco,37.814343,-122.358463,1,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130
Shattered,,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Shoot the Moon,"Fairmont Hotel (950 Mason Street, Nob Hill)",CA,San Francisco,37.738952,-122.425815,1,street_center,,Fairmount St,San Francisco,CA,San Francisco County,94131
Sister Act,"St. Paul's Church (Church Street, Noe Valley)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sister Act 2: Back in the Habit,"Carnelian Room, Bank of America Building (555 California Street, 53rd Floor)",CA,San Francisco,37.747802,-122.439709,1,street_center,,Carnelian Way,San Francisco,CA,San Francisco County,94131
Sister Act 2: Back in the Habit,CCSF Alemany Campus,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sister Act 2: Back in the Habit,Coit Tower,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sister Act 2: Back in the Habit,"Maritime Museum, Building 201 (Fort Mason)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sister Act 2: Back in the Habit,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
Sneakers,The Embarcadero,CA,San Francisco,37.794996,-122.394324,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94105
Sneakers,Hills Brothers Plaza (The Embarcadero at Harrison),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
So I Married an Axe Murderer,Alcatraz Island,CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
So I Married an Axe Murderer,City Light Bookstore (261 Columbus Avenue),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
So I Married an Axe Murderer,Edinburgh Castle (950 Geary Street),CA,San Francisco,37.722784,-122.430833,1,street_center,,Edinburgh St,San Francisco,CA,San Francisco County,94112
So I Married an Axe Murderer,Fog City Diner (1300 Battery Street),CA,San Francisco,37.795219,-122.420782,1,place,,,San Francisco,CA,San Francisco County,94109
